Firstname,Surname,Name,Gender,Nation,Team,EventName,ClassName,GroupdName,RaceName,PassingTime,AccumulatedTime,TimeFormatted,NetTime,Time,TimeSmoothed,TimeSmoothedFormatted,Place (total),DiffTimeTotal,DiffTimeTotalFormatted,DiffRoundsTotal,Place (class),DiffTimeClass,DiffTimeClassFormatted,DiffRoundsClass,Place (gender),DiffTimeGender,DiffTimeGenderFormatted,DiffRoundsGender,Starttime,StarttimeFormatted
Maja,Eriksson,Maja Eriksson,F,SE,Lager 157 Ski Team,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T12:59:23.4300000,7163430,1:59:23.4,7163430,1:59:23.4,7163430,2023-01-21T12:59:23.4300000,163,1301000,21:41.0,0,1,0,0:00.0,0,2,140500,2:20.5,0,2023-01-21T11:00:00.000000,11:00:00
Johan,Lindkvist,Johan Lindkvist,M,SE,Storviks if,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:01.4700000,7171420,1:59:31.4,7171420,1:59:31.4,7171420,2023-01-21T13:00:01.4700000,164,1309000,21:49.0,0,108,1309000,21:49.0,0,162,1309000,21:49.0,0,2023-01-21T11:00:30.050000,11:00:30
Mikael,Ramstedt,Mikael Ramstedt,M,FI,Pargas IF,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T12:59:52.7200000,7174070,1:59:34.0,7174070,1:59:34.0,7174070,2023-01-21T12:59:52.7200000,165,1311600,21:51.6,0,5,266100,4:26.1,0,163,1311600,21:51.6,0,2023-01-21T11:00:18.650000,11:00:18
Magnus,Dahlgren,Magnus Dahlgren,M,SE,Västerås Skidklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:11.4600000,7176000,1:59:36.0,7176000,1:59:36.0,7176000,2023-01-21T13:00:11.4600000,166,1313600,21:53.6,0,33,1009700,16:49.7,0,164,1313600,21:53.6,0,2023-01-21T11:00:35.460000,11:00:35
Per,Sandström,Per Sandström,M,SE,Eds Sk,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:09.8300000,7189900,1:59:49.9,7189900,1:59:49.9,7189900,2023-01-21T13:00:09.8300000,167,1327500,22:07.5,0,34,1023600,17:03.6,0,165,1327500,22:07.5,0,2023-01-21T11:00:19.930000,11:00:19
Atle,Ager,Atle Ager,M,SE,Axa SC,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:25.3700000,7195890,1:59:55.8,7195890,1:59:55.8,7195890,2023-01-21T13:00:25.3700000,168,1333400,22:13.4,0,109,1333400,22:13.4,0,166,1333400,22:13.4,0,2023-01-21T11:00:29.480000,11:00:29
Robert,Lundgren,Robert Lundgren,M,SE,Hällbybrunns if,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:16.3700000,7198090,1:59:58.0,7198090,1:59:58.0,7198090,2023-01-21T13:00:16.3700000,169,1335600,22:15.6,0,19,804200,13:24.2,0,167,1335600,22:15.6,0,2023-01-21T11:00:18.280000,11:00:18
Kent,Aurbakken,Kent Aurbakken,M,SE,Finnskogarnas SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:28.4800000,7209480,2:00:09.4,7209480,2:00:09.4,7209480,2023-01-21T13:00:28.4800000,170,1347000,22:27.0,0,20,815600,13:35.6,0,168,1347000,22:27.0,0,2023-01-21T11:00:19.000000,11:00:19
Martin,Mårtensson,Martin Mårtensson,M,SE,OK Vivill,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:38.1200000,7217630,2:00:17.6,7217630,2:00:17.6,7217630,2023-01-21T13:00:38.1200000,171,1355200,22:35.2,0,110,1355200,22:35.2,0,169,1355200,22:35.2,0,2023-01-21T11:00:20.490000,11:00:20
David,Czuczor,David Czuczor,M,SE,Korsnäs,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:00:48.4300000,7219200,2:00:19.2,7219200,2:00:19.2,7219200,2023-01-21T13:00:48.4300000,172,1356800,22:36.8,0,35,1052900,17:32.9,0,170,1356800,22:36.8,0,2023-01-21T11:00:29.230000,11:00:29
William,Kloo,William Kloo,M,SE,Norbergs CK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:01:11.8600000,7239980,2:00:39.9,7239980,2:00:39.9,7239980,2023-01-21T13:01:11.8600000,173,1377500,22:57.5,0,111,1377500,22:57.5,0,171,1377500,22:57.5,0,2023-01-21T11:00:31.880000,11:00:31
Filip,Jakobsson,Filip Jakobsson,M,SE,Garphyttans IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:01:19.1800000,7255460,2:00:55.4,7255460,2:00:55.4,7255460,2023-01-21T13:01:19.1800000,174,1393000,23:13.0,0,112,1393000,23:13.0,0,172,1393000,23:13.0,0,2023-01-21T11:00:23.720000,11:00:23
Kristian,Eklund,Kristian Eklund,M,FI,Pargas IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:01:19.9200000,7261680,2:01:01.6,7261680,2:01:01.6,7261680,2023-01-21T13:01:19.9200000,175,1399200,23:19.2,0,113,1399200,23:19.2,0,173,1399200,23:19.2,0,2023-01-21T11:00:18.240000,11:00:18
Fredrik,Bergman,Fredrik Bergman,M,SE,Västerås Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:12.8200000,7261970,2:01:01.9,7261970,2:01:01.9,7261970,2023-01-21T13:03:12.8200000,176,1399500,23:19.5,0,114,1399500,23:19.5,0,174,1399500,23:19.5,0,2023-01-21T11:02:10.850000,11:02:10
Jacob,Byström,Jacob Byström,M,SE,XC Sthlm,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:01:26.3900000,7268820,2:01:08.8,7268820,2:01:08.8,7268820,2023-01-21T13:01:26.3900000,177,1406400,23:26.4,0,115,1406400,23:26.4,0,175,1406400,23:26.4,0,2023-01-21T11:00:17.570000,11:00:17
Fredrik,Hedbys,Fredrik Hedbys,M,SE,Storvreta IK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:01:58.9300000,7279020,2:01:19.0,7279020,2:01:19.0,7279020,2023-01-21T13:01:58.9300000,178,1416600,23:36.6,0,116,1416600,23:36.6,0,176,1416600,23:36.6,0,2023-01-21T11:00:39.910000,11:00:39
Niklas,Bäckman,Niklas Bäckman,M,SE,Gagnefs IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:01.8100000,7286600,2:01:26.6,7286600,2:01:26.6,7286600,2023-01-21T13:02:01.8100000,179,1424200,23:44.2,0,117,1424200,23:44.2,0,177,1424200,23:44.2,0,2023-01-21T11:00:35.210000,11:00:35
Torbjörn,Eliasson,Torbjörn Eliasson,M,SE,Bjursås IK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:13.4100000,7293940,2:01:33.9,7293940,2:01:33.9,7293940,2023-01-21T13:02:13.4100000,180,1431500,23:51.5,0,36,1127600,18:47.6,0,178,1431500,23:51.5,0,2023-01-21T11:00:39.470000,11:00:39
Lovisa,MODIG,Lovisa MODIG,F,SE,Falun Borlänge sk,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:01:37.1100000,7297110,2:01:37.1,7297110,2:01:37.1,7297110,2023-01-21T13:01:37.1100000,181,1434700,23:54.7,0,2,133700,2:13.7,0,3,274200,4:34.2,0,2023-01-21T11:00:00.000000,11:00:00
Johan,Henricsson,Johan Henricsson,M,SE,Peab IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:14.0100000,7303320,2:01:43.3,7303320,2:01:43.3,7303320,2023-01-21T13:02:14.0100000,182,1440900,24:00.9,0,118,1440900,24:00.9,0,179,1440900,24:00.9,0,2023-01-21T11:00:30.690000,11:00:30
Markus,Eriksson,Markus Eriksson,M,SE,Swedmount SC,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:05.9500000,7306590,2:01:46.5,7306590,2:01:46.5,7306590,2023-01-21T13:02:05.9500000,183,1444100,24:04.1,0,37,1140200,19:00.2,0,180,1444100,24:04.1,0,2023-01-21T11:00:19.360000,11:00:19
Madelene,NORD,Madelene NORD,F,SE,Malungs IF Skidor,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:01:48.1700000,7308170,2:01:48.1,7308170,2:01:48.1,7308170,2023-01-21T13:01:48.1700000,184,1445700,24:05.7,0,3,144700,2:24.7,0,4,285200,4:45.2,0,2023-01-21T11:00:00.000000,11:00:00
Terje,Bøygard,Terje Bøygard,M,NO,Ål IL,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:06.2900000,7309990,2:01:49.9,7309990,2:01:49.9,7309990,2023-01-21T13:02:06.2900000,185,1447500,24:07.5,0,6,402000,6:42.0,0,181,1447500,24:07.5,0,2023-01-21T11:00:16.300000,11:00:16
Björn,Haglund,Björn Haglund,M,SE,Hybo AIK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:05.0800000,7311220,2:01:51.2,7311220,2:01:51.2,7311220,2023-01-21T13:02:05.0800000,186,1448800,24:08.8,0,119,1448800,24:08.8,0,182,1448800,24:08.8,0,2023-01-21T11:00:13.860000,11:00:13
Oskar,Ericsson,Oskar Ericsson,M,SE,Ronneby OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:34.0100000,7326070,2:02:06.0,7326070,2:02:06.0,7326070,2023-01-21T13:02:34.0100000,187,1463600,24:23.6,0,120,1463600,24:23.6,0,183,1463600,24:23.6,0,2023-01-21T11:00:27.940000,11:00:27
Tobias,Arnekvist,Tobias Arnekvist,M,SE,Ödeshögs SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:41.1000000,7327330,2:02:07.3,7327330,2:02:07.3,7327330,2023-01-21T13:02:41.1000000,188,1464900,24:24.9,0,38,1161000,19:21.0,0,184,1464900,24:24.9,0,2023-01-21T11:00:33.770000,11:00:33
Anders,Hedman,Anders Hedman,M,SE,Axa,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:39.4400000,7334020,2:02:14.0,7334020,2:02:14.0,7334020,2023-01-21T13:02:39.4400000,189,1471600,24:31.6,0,7,426100,7:06.1,0,185,1471600,24:31.6,0,2023-01-21T11:00:25.420000,11:00:25
Jens,Kirk,Jens Kirk,M,SE,Stockholmsrullskidsklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:32.6400000,7334540,2:02:14.5,7334540,2:02:14.5,7334540,2023-01-21T13:02:32.6400000,190,1472100,24:32.1,0,39,1168200,19:28.2,0,186,1472100,24:32.1,0,2023-01-21T11:00:18.100000,11:00:18
Daniel,Forsgren,Daniel Forsgren,M,SE,Karlslunds IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:42.1800000,7341300,2:02:21.3,7341300,2:02:21.3,7341300,2023-01-21T13:02:42.1800000,191,1478900,24:38.9,0,121,1478900,24:38.9,0,187,1478900,24:38.9,0,2023-01-21T11:00:20.880000,11:00:20
Patrick,Hansson,Patrick Hansson,M,SE,Karlslunds IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:45.6400000,7347300,2:02:27.3,7347300,2:02:27.3,7347300,2023-01-21T13:02:45.6400000,192,1484900,24:44.9,0,21,953500,15:53.5,0,188,1484900,24:44.9,0,2023-01-21T11:00:18.340000,11:00:18
Hilda,Löf,Hilda Löf,F,SE,XC Sthlm Ski Club,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:02:34.7100000,7354710,2:02:34.7,7354710,2:02:34.7,7354710,2023-01-21T13:02:34.7100000,193,1492300,24:52.3,0,4,191300,3:11.3,0,5,331800,5:31.8,0,2023-01-21T11:00:00.000000,11:00:00
Fredrik,Palm,Fredrik Palm,M,SE,Åkersberga SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:02:59.3100000,7357130,2:02:37.1,7357130,2:02:37.1,7357130,2023-01-21T13:02:59.3100000,194,1494700,24:54.7,0,22,963300,16:03.3,0,189,1494700,24:54.7,0,2023-01-21T11:00:22.180000,11:00:22
Fredrik,Persson,Fredrik Persson,M,SE,Halmstad OK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:14.5300000,7366240,2:02:46.2,7366240,2:02:46.2,7366240,2023-01-21T13:03:14.5300000,195,1503800,25:03.8,0,40,1199900,19:59.9,0,190,1503800,25:03.8,0,2023-01-21T11:00:28.290000,11:00:28
Jan Kristian,Haugnæss,Jan Kristian Haugnæss,M,NO,Nybergsund IL Trysil,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:15.7300000,7368980,2:02:48.9,7368980,2:02:48.9,7368980,2023-01-21T13:03:15.7300000,196,1506500,25:06.5,0,41,1202600,20:02.6,0,191,1506500,25:06.5,0,2023-01-21T11:00:26.750000,11:00:26
Anders,Hjertberg,Anders Hjertberg,M,SE,Hassela,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:07.3700000,7371010,2:02:51.0,7371010,2:02:51.0,7371010,2023-01-21T13:03:07.3700000,197,1508600,25:08.6,0,42,1204700,20:04.7,0,192,1508600,25:08.6,0,2023-01-21T11:00:16.360000,11:00:16
Olivia,Hansson,Olivia Hansson,F,SE,Karlslunds IF,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:03:01.2600000,7381260,2:03:01.2,7381260,2:03:01.2,7381260,2023-01-21T13:03:01.2600000,198,1518800,25:18.8,0,5,217800,3:37.8,0,6,358300,5:58.3,0,2023-01-21T11:00:00.000000,11:00:00
Jan,Johansson,Jan Johansson,M,SE,Lima if,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:19.8600000,7386680,2:03:06.6,7386680,2:03:06.6,7386680,2023-01-21T13:03:19.8600000,199,1524200,25:24.2,0,8,478700,7:58.7,0,193,1524200,25:24.2,0,2023-01-21T11:00:13.180000,11:00:13
Fredrik,Olsson,Fredrik Olsson,M,SE,Bullaren Goif,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:20.6900000,7388260,2:03:08.2,7388260,2:03:08.2,7388260,2023-01-21T13:05:20.6900000,200,1525800,25:25.8,0,122,1525800,25:25.8,0,194,1525800,25:25.8,0,2023-01-21T11:02:12.430000,11:02:12
Per Adrian,Kuhmunen,Per Adrian Kuhmunen,M,SE,Jokkmokk sk,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:27.8800000,7390990,2:03:10.9,7390990,2:03:10.9,7390990,2023-01-21T13:03:27.8800000,201,1528500,25:28.5,0,123,1528500,25:28.5,0,195,1528500,25:28.5,0,2023-01-21T11:00:16.890000,11:00:16
Fredrik,Erixon,Fredrik Erixon,M,SE,Ccc1000,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:40.9900000,7401330,2:03:21.3,7401330,2:03:21.3,7401330,2023-01-21T13:03:40.9900000,202,1538900,25:38.9,0,23,1007500,16:47.5,0,196,1538900,25:38.9,0,2023-01-21T11:00:19.660000,11:00:19
Lukas,Ternborg,Lukas Ternborg,M,SE,Upplands Ekeby if,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:03:57.5200000,7402580,2:03:22.5,7402580,2:03:22.5,7402580,2023-01-21T13:03:57.5200000,203,1540100,25:40.1,0,43,1236200,20:36.2,0,197,1540100,25:40.1,0,2023-01-21T11:00:34.940000,11:00:34
Daniel,Pettersson,Daniel Pettersson,M,SE,Tunafors SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:04:00.5100000,7424590,2:03:44.5,7424590,2:03:44.5,7424590,2023-01-21T13:04:00.5100000,204,1562100,26:02.1,0,44,1258200,20:58.2,0,198,1562100,26:02.1,0,2023-01-21T11:00:15.920000,11:00:15
Hg,Arvidsson,Hg Arvidsson,M,SE,Sya SK,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:58.1200000,7428590,2:03:48.5,7428590,2:03:48.5,7428590,2023-01-21T13:05:58.1200000,205,1566100,26:06.1,0,9,520600,8:40.6,0,199,1566100,26:06.1,0,2023-01-21T11:02:09.530000,11:02:09
Martin,Pärt,Martin Pärt,M,SE,Team Walle Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:04:18.4800000,7435510,2:03:55.5,7435510,2:03:55.5,7435510,2023-01-21T13:04:18.4800000,206,1573100,26:13.1,0,124,1573100,26:13.1,0,200,1573100,26:13.1,0,2023-01-21T11:00:22.970000,11:00:22
Per Einar,Mosfjell,Per Einar Mosfjell,M,NO,Opil,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:04:40.0000000,7463930,2:04:23.9,7463930,2:04:23.9,7463930,2023-01-21T13:04:40.0000000,207,1601500,26:41.5,0,24,1070100,17:50.1,0,201,1601500,26:41.5,0,2023-01-21T11:00:16.070000,11:00:16
Joakim,Lindström,Joakim Lindström,M,SE,Storviks IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:00.3900000,7482920,2:04:42.9,7482920,2:04:42.9,7482920,2023-01-21T13:05:00.3900000,208,1620500,27:00.5,0,125,1620500,27:00.5,0,202,1620500,27:00.5,0,2023-01-21T11:00:17.470000,11:00:17
Mattias,Johansson,Mattias Johansson,M,SE,Team Swedemount SC,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:05.8600000,7485320,2:04:45.3,7485320,2:04:45.3,7485320,2023-01-21T13:05:05.8600000,209,1622900,27:02.9,0,45,1319000,21:59.0,0,203,1622900,27:02.9,0,2023-01-21T11:00:20.540000,11:00:20
Ulrik,Karlsson,Ulrik Karlsson,M,SE,Motala AIF Sk,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:21.2600000,7490010,2:04:50.0,7490010,2:04:50.0,7490010,2023-01-21T13:05:21.2600000,210,1627600,27:07.6,0,46,1323700,22:03.7,0,204,1627600,27:07.6,0,2023-01-21T11:00:31.250000,11:00:31
Magnus,Julin,Magnus Julin,M,SE,Karlslunds IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:19.9200000,7494950,2:04:54.9,7494950,2:04:54.9,7494950,2023-01-21T13:05:19.9200000,211,1632500,27:12.5,0,25,1101100,18:21.1,0,205,1632500,27:12.5,0,2023-01-21T11:00:24.970000,11:00:24
Johan,Engström,Johan Engström,M,SE,Tunafors SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:25.6500000,7510900,2:05:10.9,7510900,2:05:10.9,7510900,2023-01-21T13:05:25.6500000,212,1648500,27:28.5,0,126,1648500,27:28.5,0,206,1648500,27:28.5,0,2023-01-21T11:00:14.750000,11:00:14
Linus,Lindkvist,Linus Lindkvist,M,SE,Storviks IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:48.2200000,7515560,2:05:15.5,7515560,2:05:15.5,7515560,2023-01-21T13:05:48.2200000,213,1653100,27:33.1,0,127,1653100,27:33.1,0,207,1653100,27:33.1,0,2023-01-21T11:00:32.660000,11:00:32
Jill,Nordby,Jill Nordby,F,SE,Finnskogarnas sk,MoraLoppet 2023,Dam 40-,Elitled,Moraloppet Tävling,2023-01-21T13:05:22.2700000,7522270,2:05:22.2,7522270,2:05:22.2,7522270,2023-01-21T13:05:22.2700000,214,1659800,27:39.8,0,2,499300,8:19.3,0,7,499300,8:19.3,0,2023-01-21T11:00:00.000000,11:00:00
Marcus,Johansson,Marcus Johansson,M,SE,Träningskonsulten SC,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:57.2300000,7527920,2:05:27.9,7527920,2:05:27.9,7527920,2023-01-21T13:05:57.2300000,215,1665500,27:45.5,0,128,1665500,27:45.5,0,208,1665500,27:45.5,0,2023-01-21T11:00:29.310000,11:00:29
Philip,Näslund,Philip Näslund,M,SE,Ok Landehof,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:06:00.7000000,7534160,2:05:34.1,7534160,2:05:34.1,7534160,2023-01-21T13:06:00.7000000,216,1671700,27:51.7,0,129,1671700,27:51.7,0,209,1671700,27:51.7,0,2023-01-21T11:00:26.540000,11:00:26
Daniel,Frehde,Daniel Frehde,M,SE,Karlslunds if,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:05:54.7200000,7536710,2:05:36.7,7536710,2:05:36.7,7536710,2023-01-21T13:05:54.7200000,217,1674300,27:54.3,0,130,1674300,27:54.3,0,210,1674300,27:54.3,0,2023-01-21T11:00:18.010000,11:00:18
Henrik,Johnsson,Henrik Johnsson,M,SE,Hällbybrunns IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:06:09.5200000,7547110,2:05:47.1,7547110,2:05:47.1,7547110,2023-01-21T13:06:09.5200000,218,1684700,28:04.7,0,26,1153300,19:13.3,0,211,1684700,28:04.7,0,2023-01-21T11:00:22.410000,11:00:22
Jessica,Häggqvist,Jessica Häggqvist,F,SE,Nordingrå Sportklubb (Nsk),MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:06:22.3000000,7553630,2:05:53.6,7553630,2:05:53.6,7553630,2023-01-21T13:06:22.3000000,219,1691200,28:11.2,0,6,390200,6:30.2,0,8,530700,8:50.7,0,2023-01-21T11:00:28.670000,11:00:28
Maja,Stefansson,Maja Stefansson,F,SE,Oxbergs IF,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:06:10.5600000,7557560,2:05:57.5,7557560,2:05:57.5,7557560,2023-01-21T13:06:10.5600000,220,1695100,28:15.1,0,7,394100,6:34.1,0,9,534600,8:54.6,0,2023-01-21T11:00:13.000000,11:00:13
Dan,Rimbe,Dan Rimbe,M,SE,Snö & Tö Skidklubb,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:06:45.2900000,7564240,2:06:04.2,7564240,2:06:04.2,7564240,2023-01-21T13:06:45.2900000,221,1701800,28:21.8,0,10,656300,10:56.3,0,212,1701800,28:21.8,0,2023-01-21T11:00:41.050000,11:00:41
Meija,Peterson,Meija Peterson,F,SE,Gillberga SK,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:06:19.9700000,7579970,2:06:19.9,7579970,2:06:19.9,7579970,2023-01-21T13:06:19.9700000,222,1717500,28:37.5,0,8,416500,6:56.5,0,10,557000,9:17.0,0,2023-01-21T11:00:00.000000,11:00:00
Thomas,STRIDH,Thomas STRIDH,M,SE,Ifk Mora Sk,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:04.7300000,7599840,2:06:39.8,7599840,2:06:39.8,7599840,2023-01-21T13:07:04.7300000,223,1737400,28:57.4,0,27,1206000,20:06.0,0,213,1737400,28:57.4,0,2023-01-21T11:00:24.890000,11:00:24
Magnus,Nygren,Magnus Nygren,M,SE,Väsby SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:17.7700000,7604000,2:06:44.0,7604000,2:06:44.0,7604000,2023-01-21T13:07:17.7700000,224,1741600,29:01.6,0,47,1437700,23:57.7,0,214,1741600,29:01.6,0,2023-01-21T11:00:33.770000,11:00:33
Stefan,Sundblad,Stefan Sundblad,M,SE,Storvreta Ik,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:23.4900000,7609940,2:06:49.9,7609940,2:06:49.9,7609940,2023-01-21T13:07:23.4900000,225,1747500,29:07.5,0,48,1443600,24:03.6,0,215,1747500,29:07.5,0,2023-01-21T11:00:33.550000,11:00:33
Anton,Helgman,Anton Helgman,M,SE,Axa SC,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:20.5700000,7611500,2:06:51.5,7611500,2:06:51.5,7611500,2023-01-21T13:07:20.5700000,226,1749100,29:09.1,0,131,1749100,29:09.1,0,216,1749100,29:09.1,0,2023-01-21T11:00:29.070000,11:00:29
Lars,Persson,Lars Persson,M,SE,Athletic Club Salt Lake,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:22.7100000,7625050,2:07:05.0,7625050,2:07:05.0,7625050,2023-01-21T13:07:22.7100000,227,1762600,29:22.6,0,28,1231200,20:31.2,0,217,1762600,29:22.6,0,2023-01-21T11:00:17.660000,11:00:17
Eric,Johansson,Eric Johansson,M,SE,Östervåla IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:29.9600000,7630280,2:07:10.2,7630280,2:07:10.2,7630280,2023-01-21T13:07:29.9600000,228,1767800,29:27.8,0,132,1767800,29:27.8,0,218,1767800,29:27.8,0,2023-01-21T11:00:19.680000,11:00:19
Linus,Waldén,Linus Waldén,M,SE,Sk Graal,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:47.4500000,7640330,2:07:20.3,7640330,2:07:20.3,7640330,2023-01-21T13:07:47.4500000,229,1777900,29:37.9,0,133,1777900,29:37.9,0,219,1777900,29:37.9,0,2023-01-21T11:00:27.120000,11:00:27
Lars,Karlsson,Lars Karlsson,M,SE,Oxvretens SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:43.6400000,7648430,2:07:28.4,7648430,2:07:28.4,7648430,2023-01-21T13:07:43.6400000,230,1786000,29:46.0,0,29,1254600,20:54.6,0,220,1786000,29:46.0,0,2023-01-21T11:00:15.210000,11:00:15
